10000 9.997914
50000 9.996912
100000 9.993123
200000 8.989436
400000 6.59572
500000 5.496441
1000000 1.674827
1500000 1.451071
2000000 1.240947
2500000 1.261567
3000000 1.23055
3500000 1.201958
4000000 1.218033
5000000 1.17943
