50 4.999751
250 4.99857
500 4.997575
1000 4.995673
2000 4.985825
2500 4.977893
5000 2.341877
7500 1.410152
10000 1.253769
12500 1.124338
15000 1.049339
17500 1.037892
20000 1.042201
25000 1.034954
