10000 4.9996
50000 4.999121
100000 4.759589
200000 3.614231
400000 1.425867
500000 1.411298
1000000 1.306471
1500000 1.227423
2000000 1.189046
2500000 1.205255
3000000 1.109673
3500000 1.183471
4000000 1.17238
5000000 1.107587
