1000 9.999529
5000 9.998246
10000 9.997569
20000 8.996185
40000 7.104853
50000 6.231511
100000 1.693203
150000 1.423134
200000 1.244543
250000 1.14039
300000 1.106079
350000 1.074777
400000 1.082269
500000 1.048809
